,Id,Comment
36,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
37,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
38,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
39,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
40,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
41,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
42,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
43,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
44,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
45,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
46,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
47,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
48,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
49,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
50,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
51,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
52,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
53,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
54,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
55,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
56,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
57,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
58,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
59,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
60,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
61,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
62,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
63,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
64,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
65,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
66,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
67,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
68,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
69,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
70,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
71,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
72,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
73,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
74,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
75,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
76,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
77,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
78,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
79,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
80,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
81,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
82,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
83,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
84,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
85,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
86,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
87,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
88,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
89,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
90,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
91,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
92,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
93,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
94,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
95,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
96,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
97,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
98,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
99,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
100,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
101,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
102,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
103,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
104,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
105,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
106,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
107,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
108,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
109,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
110,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
111,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
112,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
113,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
114,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
115,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
116,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
117,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
118,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
119,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
120,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
121,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
122,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
123,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
124,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
125,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
126,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
127,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
128,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
129,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
130,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
131,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
132,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
133,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
134,112119309,"if that's happening then :1. the said pos 4 must be in the enemy's vision to aggro the creep2. that pos 4 must leave the mid immediately after taking them there3. that pos 4 must be very under leveled enough for your mid to kill by level 3 given him/her has simple cc (this is the counter)4. kill that pos 4, and the whole strat is plain useless5. if (4) didn't happen, your mid sucks, or at least an ignorant.6. your safelane is against one man army, kill him (likeliness if you have MK + Veno or anything alike)"
135,130945653,Kinda wanna try this in unranked. Curious starving enemy safelane and buffing your midlane.
136,95758502,how will you kill the pos 4? he is behind the t2 tower. If you actually run away him he probably tp away and you just lost entire wave if not 2 waves of cs and exp. 
137,112119309,"he is behind the t2 towerDude, I tried this, there is no way that pos 4 instantly get there, it goes a long way down from top or bot safelane, sometimes with low HP, your pos 5 can also help to kill the guy, but yes, you have a point, it's a risky bet that your pos 5 can take instead"
138,112119309,"and also yes, it's a good strat, even more with an escapee pos 4 like phoenix"
139,298188215,Your offlane will automatically suffer more so there's not much to counter other than punishing offlane harder. 
140,95758502,Basically what the other side did was at :30 game time they would have 1 pos 4 constantly drag the creep wave from the enemy safe lane to mid. What ends up happening is mid has 2 waves of creeps which would instantly kill the current wave and push to between t1 and t2. This would result in the mid lane getting a lot of exp while the enemy mid being deny exp. the offlane makes up for this by pulling the creep wave to the side jungle. Offlane a bit underlevel but the mid is like lvl 6 when thr enemy is lvl 4 sometimes 3.
