,account_id,player_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,kills,deaths,assists,leaver_status,last_hits,denies,gold_per_min,xp_per_min,level
99,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
100,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
101,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
102,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
103,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
104,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
105,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
106,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
107,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
108,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
109,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
110,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
111,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
112,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
113,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
114,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
115,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
116,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
117,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
118,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
119,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
120,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
121,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
122,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
123,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
124,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
125,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
126,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
127,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
128,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
129,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
130,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
131,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
132,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
133,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
134,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
135,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
136,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
137,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
138,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
139,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
140,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
141,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
142,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
143,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
144,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
145,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
146,16161282,0,50,44,214,0,16,16,16,0,0,0,0,1,8,0,0,15,7,117,172,9
147,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
148,4294967295,0,67,174,212,125,63,170,0,0,0,0,0,6,5,8,0,31,0,304,369,16
149,4294967295,0,63,63,141,135,123,139,0,0,0,0,0,24,7,9,0,220,7,623,673,25
0,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
1,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
2,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
3,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
4,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
5,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
6,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
7,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
8,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
9,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
10,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
11,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
12,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
13,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
14,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
15,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
16,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
17,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
18,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
19,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
20,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
21,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
22,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
23,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
24,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
25,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
26,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
27,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
28,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
29,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
30,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
31,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
32,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
33,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
34,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
35,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
36,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
37,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
38,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
39,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
40,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
41,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
42,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
43,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
44,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
45,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
46,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
47,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
48,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
49,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
50,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
51,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
52,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
53,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
54,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
55,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
56,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
57,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
58,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
59,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
60,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
61,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
62,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
63,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
64,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
65,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
66,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
67,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
68,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
69,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
70,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
71,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
72,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
73,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
74,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
75,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
76,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
77,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
78,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
79,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
80,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
81,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
82,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
83,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
84,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
85,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
86,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
87,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
88,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
89,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
90,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
91,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
92,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
93,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
94,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
95,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
96,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
97,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
98,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
99,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
100,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
101,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
102,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
103,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
104,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
105,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
106,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
107,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
108,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
109,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
110,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
111,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
112,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
113,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
114,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
115,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
116,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
117,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
118,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
119,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
120,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
121,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
122,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
123,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
124,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
125,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
126,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
127,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
128,4294967295,1,11,75,44,63,14,5,46,0,0,0,0,1,10,4,0,55,10,197,180,9
129,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
130,4294967295,1,62,145,63,164,4,125,3,0,0,0,0,5,6,5,0,112,0,388,358,15
131,4294967295,1,33,104,1,79,0,46,214,0,0,0,0,4,8,18,0,66,0,292,362,18
