,Id,Comment
38,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
41,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
42,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
44,76561198872287416,ok sniper on a dragon .
45,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
46,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
47,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
48,76561198086802771,fall is september and its not far away
49,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
51,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
52,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
53,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
56,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
57,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
59,76561198872287416,ok sniper on a dragon .
60,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
61,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
62,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
63,76561198086802771,fall is september and its not far away
64,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
66,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
67,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
68,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
71,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
72,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
74,76561198872287416,ok sniper on a dragon .
75,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
76,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
77,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
78,76561198086802771,fall is september and its not far away
79,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
81,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
82,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
83,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
86,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
87,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
89,76561198872287416,ok sniper on a dragon .
90,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
91,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
92,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
93,76561198086802771,fall is september and its not far away
94,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
96,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
97,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
98,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
101,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
102,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
104,76561198872287416,ok sniper on a dragon .
105,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
106,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
107,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
108,76561198086802771,fall is september and its not far away
109,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
111,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
112,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
113,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
116,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
117,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
119,76561198872287416,ok sniper on a dragon .
120,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
121,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
122,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
123,76561198086802771,fall is september and its not far away
124,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
126,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
127,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
128,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
131,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
132,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
134,76561198872287416,ok sniper on a dragon .
135,76561198057826708,Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes?PS: Is it just me or was the name Mazzie mentioned in the trailer? Could this be Mazzie Dark Willow was mentioning in her Voice Lines?
136,76561198315439860,Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too.
137,76561198057826708,Originally posted by Dante:Originally posted by One Pun Crow:Was amazing! Fall is far off tho! But i loved it! Do you guys think we will be getting another one??Since they usually give us 2 heroes? Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted
138,76561198086802771,fall is september and its not far away
139,76561198057826708,Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here
141,76561198086802771,Originally posted by One Pun Crow:Originally posted by BruTuS:fall is september and its not far away i remember Mars being released way off when they announced him. Wasnt he supposed to be fall? I might be very wrong here no they announced it to be between february and march 
142,76561198086802771,"Originally posted by Woody:Originally posted by BruTuS:fall is september and its not far away It's Sep 23rd to Dec 21st so it could be a while yet. they released willow and pango 31 octomber, 2 months is nothing compared to march xD"
143,76561198315439860,Originally posted by One Pun Crow:Originally posted by Dante:Its still one for now. And from the trailer it could be pretty strong too. true!!Looks like she had like 7 abilities or something. Both unmounted and Mounted I believe he will have mount the dragon. And 4 skill most likely. With 3 normal and 1 ultimate. We’ll have to wait and see i guess.
146,76561198811286778,hehe... finally a old woman hero... i been said this game lack a old woman and a fat woman...
147,76561198057826708,"Originally posted by Woody:Fun fact, first mounted hero since Aba in 2013 So true actually! I didnt even think of that!"
149,76561198872287416,ok sniper on a dragon .
152,76561198065706094,"While I love that we're finally getting threads like this, the vast majority of people who get scammed have never visited the forum before.  Check any of the whining threads and 9 times out of 10, that's their first post.So good idea, but unfortunately I'm not sure how much impact it will have.Edit: I honestly hope I'm wrong though."
156,76561198205480087,Originally posted by i am not sumiya :c:Originally posted by Cute:i have made this kind of post before nobody listens lol Because you're not Felix :) Felix Kjellberg?
158,76561198048584714,"Yeah, so scams. An ounce of prvention is worth a pound of cure.1. Never ever ever put your real birthday (actual day you were born) date on social media2. Never ever ever click a link sent to you via email/smartphone/etc. Open a new browser, type the website in and log in. Often, emails have false links to false websites to steal your login id, password, etc.3. Never ever ever access your steam account or email account from public computers; if for some reason you do need to do that, ensure the browser history, username, passwords, etc is cleared before you stop using that public computer; also make sure others can not see your login info4. Double-check all users in your steam account friends list: often, you can identify 'suspect' users that may attempt to steal/hack your account; a clue is others have posted 'this player steals acct' on that user profile5. Get rid of Kaspersky software, due to suspicions [ https://www.nytimes.com/2017/09/13/us/politics/kaspersky-lab-antivirus-federal-government.html ] of possible links to Russian security services.6. Use a strong password with symbols, numbers, etc and change the password often for your steam account. An additional layer of protection can be attained on steam account and your email account by activating smartphone apps and/or texts to prevent your account being stolen. *Note: (from google search -- https://www.betterbuys.com/estimating-password-cracking-times/)How long will it take to crack a 12 character password?Nine-character passwords take five days to break, 10-character words take four months, and 11-character passwords take 10 years. Make it up to 12 characters, and you're looking at 200 years' worth of security – not bad for one little letter."
159,76561198272276024,"If you are aware of the problem and how they use the flaws in your platform to scam people, highligting the YOU KNOW THE PROBLEM part, you (SETEAM/VALVE) are legally responsible or AT LEAST CO-Respobsible for the scams.You, VALEV/STEAM  will be HOLD LEGALLY RESPOBSIBLE in ANY COURT dispute in pretty much all legal systems existing in country with a developed legal system. US, All Europe and all the major countries in latin america.  Also, countries looking to apply to the EU as Customer Laws and Civil rights are standarized and cover these practices with, inclusively, history of similar cases ruled in favor of the less sufficient part on the quarrel.So, yeah, you can tell everyone you want you are not responsiblae for it, but the law is the law and does not considere waht you said if you haven´t considering legal compliance."
160,76561198272276024,Bottom line is: STEAM/VALVE ARE LEGALLY RESPOBSIBLE for most of the cases I followed on  reports and reviews. My professional opinion is: Just give these people their sutff back and simply block those sites from your (STEAM/VALVE) platform. 
161,76561198348198903,почему не заходит?
162,76561198040744325,"Originally posted by MacTUSHY:If you are aware of the problem and how they use the flaws in your platform to scam people, highligting the YOU KNOW THE PROBLEM part, you (SETEAM/VALVE) are legally responsible or AT LEAST CO-Respobsible for the scams.You, VALEV/STEAM  will be HOLD LEGALLY RESPOBSIBLE in ANY COURT dispute in pretty much all legal systems existing in country with a developed legal system. US, All Europe and all the major countries in latin america.  Also, countries looking to apply to the EU as Customer Laws and Civil rights are standarized and cover these practices with, inclusively, history of similar cases ruled in favor of the less sufficient part on the quarrel.So, yeah, you can tell everyone you want you are not responsiblae for it, but the law is the law and does not considere waht you said if you haven´t considering legal compliance. Ok, I normally don’t jump in the fray on these types of discussions, but this is so far from fact, it irritates me.One, the Steam Subscriber Agreement clearly defines the account as your and you are ultimately responsible for the items associated with your account. If you have anything that contradicts that, provide the law firm you used as counsel and the supporting documents.Second, they are not even close to being responsible for the actions of a lot of greedy people who are trying to take advantage of people using an open API. They have been issuing cease and desist letters to the web host providers to be shutting these sites down but, going back to my previous point, you need to have some accountability for your actions. If you dump your items into those sites, it’s on you. Not the script kiddie who spent thirty bucks on the site all together. Valve has been taking action. You need to be equally aware.There’s a bunch of other legal terms you jammed in there that, quite frankly, wouldn’t hold water in ANY court. If you really think that you have merit, let us know. But good luck, because you’re going to need it."
163,76561198272276024,"Originally posted by The One They Call Dante:Originally posted by MacTUSHY:If you are aware of the problem and how they use the flaws in your platform to scam people, highligting the YOU KNOW THE PROBLEM part, you (SETEAM/VALVE) are legally responsible or AT LEAST CO-Respobsible for the scams.You, VALEV/STEAM  will be HOLD LEGALLY RESPOBSIBLE in ANY COURT dispute in pretty much all legal systems existing in country with a developed legal system. US, All Europe and all the major countries in latin america.  Also, countries looking to apply to the EU as Customer Laws and Civil rights are standarized and cover these practices with, inclusively, history of similar cases ruled in favor of the less sufficient part on the quarrel.So, yeah, you can tell everyone you want you are not responsiblae for it, but the law is the law and does not considere waht you said if you haven´t considering legal compliance. Ok, I normally don’t jump in the fray on these types of discussions, but this is so far from fact, it irritates me.One, the Steam Subscriber Agreement clearly defines the account as your and you are ultimately responsible for the items associated with your account. If you have anything that contradicts that, provide the law firm you used as counsel and the supporting documents.Second, they are not even close to being responsible for the actions of a lot of greedy people who are trying to take advantage of people using an open API. They have been issuing cease and desist letters to the web host providers to be shutting these sites down but, going back to my previous point, you need to have some accountability for your actions. If you dump your items into those sites, it’s on you. Not the script kiddie who spent thirty bucks on the site all together. Valve has been taking action. You need to be equally aware.There’s a bunch of other legal terms you jammed in there that, quite frankly, wouldn’t hold water in ANY court. If you really think that you have merit, let us know. But good luck, because you’re going to need it. ]This is YOUR OPINION.. What laws (Civil Law Based System) or cases (Comon-law Based Systems) did you based your response on:"
164,76561198040744325,"Originally posted by MacTUSHY:Originally posted by The One They Call Dante:Ok, I normally don’t jump in the fray on these types of discussions, but this is so far from fact, it irritates me.One, the Steam Subscriber Agreement clearly defines the account as your and you are ultimately responsible for the items associated with your account. If you have anything that contradicts that, provide the law firm you used as counsel and the supporting documents.Second, they are not even close to being responsible for the actions of a lot of greedy people who are trying to take advantage of people using an open API. They have been issuing cease and desist letters to the web host providers to be shutting these sites down but, going back to my previous point, you need to have some accountability for your actions. If you dump your items into those sites, it’s on you. Not the script kiddie who spent thirty bucks on the site all together. Valve has been taking action. You need to be equally aware.There’s a bunch of other legal terms you jammed in there that, quite frankly, wouldn’t hold water in ANY court. If you really think that you have merit, let us know. But good luck, because you’re going to need it. ]This is YOUR OPINION.. What laws (Civil Law Based System) or cases (Comon-law Based Systems) did you based your response on: None. I read the readers digest version of the thing I clicked “I Agree”.I would love to see your evidence though. As I mentioned, provide the law firms you discussed your issues with and supporting documents."
167,76561198065706094,"While I love that we're finally getting threads like this, the vast majority of people who get scammed have never visited the forum before.  Check any of the whining threads and 9 times out of 10, that's their first post.So good idea, but unfortunately I'm not sure how much impact it will have.Edit: I honestly hope I'm wrong though."
171,76561198205480087,Originally posted by i am not sumiya :c:Originally posted by Cute:i have made this kind of post before nobody listens lol Because you're not Felix :) Felix Kjellberg?
173,76561198048584714,"Yeah, so scams. An ounce of prvention is worth a pound of cure.1. Never ever ever put your real birthday (actual day you were born) date on social media2. Never ever ever click a link sent to you via email/smartphone/etc. Open a new browser, type the website in and log in. Often, emails have false links to false websites to steal your login id, password, etc.3. Never ever ever access your steam account or email account from public computers; if for some reason you do need to do that, ensure the browser history, username, passwords, etc is cleared before you stop using that public computer; also make sure others can not see your login info4. Double-check all users in your steam account friends list: often, you can identify 'suspect' users that may attempt to steal/hack your account; a clue is others have posted 'this player steals acct' on that user profile5. Get rid of Kaspersky software, due to suspicions [ https://www.nytimes.com/2017/09/13/us/politics/kaspersky-lab-antivirus-federal-government.html ] of possible links to Russian security services.6. Use a strong password with symbols, numbers, etc and change the password often for your steam account. An additional layer of protection can be attained on steam account and your email account by activating smartphone apps and/or texts to prevent your account being stolen. *Note: (from google search -- https://www.betterbuys.com/estimating-password-cracking-times/)How long will it take to crack a 12 character password?Nine-character passwords take five days to break, 10-character words take four months, and 11-character passwords take 10 years. Make it up to 12 characters, and you're looking at 200 years' worth of security – not bad for one little letter."
174,76561198272276024,"If you are aware of the problem and how they use the flaws in your platform to scam people, highligting the YOU KNOW THE PROBLEM part, you (SETEAM/VALVE) are legally responsible or AT LEAST CO-Respobsible for the scams.You, VALEV/STEAM  will be HOLD LEGALLY RESPOBSIBLE in ANY COURT dispute in pretty much all legal systems existing in country with a developed legal system. US, All Europe and all the major countries in latin america.  Also, countries looking to apply to the EU as Customer Laws and Civil rights are standarized and cover these practices with, inclusively, history of similar cases ruled in favor of the less sufficient part on the quarrel.So, yeah, you can tell everyone you want you are not responsiblae for it, but the law is the law and does not considere waht you said if you haven´t considering legal compliance."
175,76561198272276024,Bottom line is: STEAM/VALVE ARE LEGALLY RESPOBSIBLE for most of the cases I followed on  reports and reviews. My professional opinion is: Just give these people their sutff back and simply block those sites from your (STEAM/VALVE) platform. 
176,76561198348198903,почему не заходит?
177,76561198040744325,"Originally posted by MacTUSHY:If you are aware of the problem and how they use the flaws in your platform to scam people, highligting the YOU KNOW THE PROBLEM part, you (SETEAM/VALVE) are legally responsible or AT LEAST CO-Respobsible for the scams.You, VALEV/STEAM  will be HOLD LEGALLY RESPOBSIBLE in ANY COURT dispute in pretty much all legal systems existing in country with a developed legal system. US, All Europe and all the major countries in latin america.  Also, countries looking to apply to the EU as Customer Laws and Civil rights are standarized and cover these practices with, inclusively, history of similar cases ruled in favor of the less sufficient part on the quarrel.So, yeah, you can tell everyone you want you are not responsiblae for it, but the law is the law and does not considere waht you said if you haven´t considering legal compliance. Ok, I normally don’t jump in the fray on these types of discussions, but this is so far from fact, it irritates me.One, the Steam Subscriber Agreement clearly defines the account as your and you are ultimately responsible for the items associated with your account. If you have anything that contradicts that, provide the law firm you used as counsel and the supporting documents.Second, they are not even close to being responsible for the actions of a lot of greedy people who are trying to take advantage of people using an open API. They have been issuing cease and desist letters to the web host providers to be shutting these sites down but, going back to my previous point, you need to have some accountability for your actions. If you dump your items into those sites, it’s on you. Not the script kiddie who spent thirty bucks on the site all together. Valve has been taking action. You need to be equally aware.There’s a bunch of other legal terms you jammed in there that, quite frankly, wouldn’t hold water in ANY court. If you really think that you have merit, let us know. But good luck, because you’re going to need it."
